<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,5,240116,114500,162.8800000,162.8900000,162.6200000,162.6800000,239100
GAZP,5,240116,115000,162.6800000,162.6800000,162.5000000,162.6000000,97720
GAZP,5,240116,115500,162.6000000,162.8300000,162.5500000,162.7900000,85040
GAZP,5,240116,120000,162.8100000,162.8900000,162.7800000,162.8900000,98850
GAZP,5,240116,120500,162.8900000,162.9000000,162.8300000,162.8900000,60690
GAZP,5,240116,121000,162.9000000,162.9000000,162.8400000,162.8500000,47280
GAZP,5,240116,121500,162.8400000,162.8500000,162.7100000,162.7100000,50850
GAZP,5,240116,122000,162.7200000,162.7600000,162.6400000,162.7500000,61620
GAZP,5,240116,122500,162.7500000,162.8300000,162.7400000,162.8200000,23620
GAZP,5,240116,123000,162.8200000,162.8900000,162.8000000,162.8300000,70210
GAZP,5,240116,123500,162.8300000,162.8900000,162.8000000,162.8800000,85100
GAZP,5,240116,124000,162.8700000,162.9200000,162.8700000,162.9200000,47370
GAZP,5,240116,124500,162.9300000,162.9300000,162.9200000,162.9300000,43490
GAZP,5,240116,125000,162.9300000,162.9600000,162.9200000,162.9300000,77040
GAZP,5,240116,125500,162.9400000,162.9700000,162.9200000,162.9700000,27670
GAZP,5,240116,130000,162.9700000,162.9800000,162.9400000,162.9500000,27810
GAZP,5,240116,130500,162.9500000,162.9800000,162.8800000,162.8900000,109050
GAZP,5,240116,131000,162.8800000,162.9800000,162.8700000,162.9800000,106440
GAZP,5,240116,131500,162.9800000,163.1000000,162.9700000,163.0700000,118680
GAZP,5,240116,132000,163.0800000,163.1000000,163.0300000,163.0900000,31040
GAZP,5,240116,132500,163.0900000,163.1000000,163.0800000,163.0800000,35450
GAZP,5,240116,133000,163.0900000,163.1800000,163.0300000,163.1600000,55620
GAZP,5,240116,133500,163.1500000,163.1600000,163.0500000,163.0800000,32100
GAZP,5,240116,134000,163.0800000,163.0900000,162.9400000,163.0100000,97170
GAZP,5,240116,134500,163.0000000,163.0200000,162.9200000,163.0100000,96140
GAZP,5,240116,135000,163.0000000,163.0200000,163.0000000,163.0200000,67430
GAZP,5,240116,135500,163.0200000,163.0900000,163.0000000,163.0700000,42580
GAZP,5,240116,140000,163.0600000,163.0900000,163.0000000,163.0900000,39860
GAZP,5,240116,140500,163.0600000,163.1000000,162.8100000,163.0500000,297820
GAZP,5,240116,141000,163.0500000,163.1500000,163.0400000,163.1000000,43770
GAZP,5,240116,141500,163.1100000,163.2200000,163.1000000,163.1700000,44170
GAZP,5,240116,142000,163.1700000,163.2000000,163.0900000,163.0900000,31630
GAZP,5,240116,142500,163.1000000,163.1000000,162.9700000,162.9700000,97050
GAZP,5,240116,143000,162.9700000,163.0000000,162.8800000,162.8800000,93230
GAZP,5,240116,143500,162.8900000,162.9100000,162.8600000,162.9100000,80160
GAZP,5,240116,144000,162.9300000,162.9800000,162.8900000,162.9800000,33290
GAZP,5,240116,144500,162.9700000,163.0500000,162.9700000,163.0400000,30290
GAZP,5,240116,145000,163.0000000,163.0600000,162.9500000,162.9900000,57380
GAZP,5,240116,145500,162.9900000,162.9900000,162.9500000,162.9700000,55680
GAZP,5,240116,150000,162.9700000,163.0600000,162.9600000,163.0100000,30580
GAZP,5,240116,150500,163.0100000,163.0100000,162.9100000,162.9200000,43570
GAZP,5,240116,151000,162.9200000,163.0100000,162.9200000,163.0100000,35040
GAZP,5,240116,151500,163.0000000,163.0400000,162.9300000,162.9700000,49980
GAZP,5,240116,152000,162.9500000,163.0000000,162.8500000,162.9000000,98000
GAZP,5,240116,152500,162.9400000,163.0400000,162.9000000,163.0400000,35190
GAZP,5,240116,153000,163.0400000,163.0500000,162.9000000,162.9600000,30070
GAZP,5,240116,153500,162.9500000,163.0000000,162.9000000,162.9500000,26660
GAZP,5,240116,154000,162.9800000,163.0000000,162.9000000,163.0000000,35670
GAZP,5,240116,154500,162.9900000,163.0000000,162.9700000,162.9900000,37230
GAZP,5,240116,155000,162.9900000,163.0000000,162.9600000,162.9800000,61690
GAZP,5,240116,155500,162.9900000,163.0000000,162.9800000,163.0000000,68460
GAZP,5,240116,160000,163.0000000,163.0000000,162.9900000,163.0000000,29470
GAZP,5,240116,160500,162.9900000,163.0000000,162.9900000,163.0000000,52630
GAZP,5,240116,161000,163.0000000,163.0500000,162.9900000,163.0500000,78770
GAZP,5,240116,161500,163.0500000,163.1000000,163.0000000,163.0800000,38760
GAZP,5,240116,162000,163.0700000,163.0900000,163.0000000,163.0600000,53160
GAZP,5,240116,162500,163.0600000,163.1500000,163.0000000,163.0700000,53780
GAZP,5,240116,163000,163.0700000,163.1400000,163.0700000,163.1000000,25160
GAZP,5,240116,163500,163.1100000,163.1700000,163.1000000,163.1400000,28530
GAZP,5,240116,164000,163.1400000,163.1500000,163.1000000,163.1100000,28060
GAZP,5,240116,164500,163.1000000,163.1100000,163.0400000,163.0400000,31860
GAZP,5,240116,165000,163.0400000,163.1000000,163.0200000,163.1000000,22160
GAZP,5,240116,165500,163.1000000,163.1000000,163.0700000,163.0900000,26360
GAZP,5,240116,170000,163.0900000,163.1400000,163.0200000,163.1000000,68840
GAZP,5,240116,170500,163.1000000,163.2500000,163.0000000,163.0200000,219950
GAZP,5,240116,171000,163.0100000,163.1000000,162.9900000,163.1000000,83660
GAZP,5,240116,171500,163.1000000,163.1900000,163.0900000,163.1500000,35520
GAZP,5,240116,172000,163.1500000,163.3200000,163.1400000,163.3100000,137950
GAZP,5,240116,172500,163.3200000,163.6900000,163.2800000,163.6900000,382940
GAZP,5,240116,173000,163.6700000,164.0000000,163.6700000,163.8000000,538790
GAZP,5,240116,173500,163.8000000,163.8000000,163.6100000,163.7500000,132300
GAZP,5,240116,174000,163.7200000,164.1800000,163.7200000,163.9800000,595530
GAZP,5,240116,174500,164.0000000,164.0000000,163.8600000,163.9700000,94990
GAZP,5,240116,175000,163.9600000,163.9700000,163.5600000,163.5900000,191360
GAZP,5,240116,175500,163.6400000,163.7000000,163.6100000,163.6900000,78580
GAZP,5,240116,180000,163.6900000,163.8500000,163.6900000,163.7900000,66580
GAZP,5,240116,180500,163.7700000,163.8500000,163.7500000,163.7500000,51420
GAZP,5,240116,181000,163.7600000,163.7700000,163.7000000,163.7700000,32110
GAZP,5,240116,181500,163.7700000,163.8000000,163.7300000,163.7700000,35820
GAZP,5,240116,182000,163.7700000,163.7800000,163.7500000,163.7600000,10140
GAZP,5,240116,182500,163.7500000,163.7700000,163.6900000,163.7100000,84310
GAZP,5,240116,183000,163.7000000,163.7200000,163.6600000,163.7200000,106300
GAZP,5,240116,183500,163.7200000,163.7200000,163.6000000,163.6500000,88390
GAZP,5,240116,184500,163.7900000,163.7900000,163.7900000,163.7900000,226720
GAZP,5,240116,190000,163.7800000,163.7800000,163.7800000,163.7800000,3700
GAZP,5,240116,190500,163.6700000,163.7900000,163.6700000,163.7700000,35230
GAZP,5,240116,191000,163.7700000,163.7900000,163.6600000,163.7000000,52530
GAZP,5,240116,191500,163.7000000,163.7800000,163.6700000,163.7100000,14520
GAZP,5,240116,192000,163.7100000,163.7900000,163.6500000,163.7900000,40670
GAZP,5,240116,192500,163.7900000,163.7900000,163.7500000,163.7600000,6150
GAZP,5,240116,193000,163.7500000,163.7600000,163.7400000,163.7500000,35380
GAZP,5,240116,193500,163.7500000,163.7600000,163.6900000,163.7200000,21720
GAZP,5,240116,194000,163.7100000,163.7500000,163.7000000,163.7500000,9690
GAZP,5,240116,194500,163.7600000,163.7600000,163.7500000,163.7500000,5100
GAZP,5,240116,195000,163.7600000,163.7900000,163.7300000,163.7800000,19080
GAZP,5,240116,195500,163.7800000,163.8300000,163.7000000,163.7700000,66800
GAZP,5,240116,200000,163.7700000,163.8000000,163.7400000,163.8000000,17830
GAZP,5,240116,200500,163.7900000,163.8000000,163.7000000,163.7600000,28120
GAZP,5,240116,201000,163.7600000,163.7800000,163.7200000,163.7700000,3520
GAZP,5,240116,201500,163.7700000,163.7700000,163.7000000,163.7100000,17090
GAZP,5,240116,202000,163.7000000,163.7500000,163.7000000,163.7300000,9420
GAZP,5,240116,202500,163.7300000,163.7300000,163.7000000,163.7200000,12180
GAZP,5,240116,203000,163.7100000,163.7200000,163.7000000,163.7100000,11490
GAZP,5,240116,203500,163.7000000,163.7100000,163.6500000,163.6600000,21260
GAZP,5,240116,204000,163.7000000,163.7000000,163.6500000,163.6500000,28880
GAZP,5,240116,204500,163.6500000,163.6600000,163.5000000,163.5700000,84870
GAZP,5,240116,205000,163.5700000,163.5700000,163.4700000,163.5000000,86900
GAZP,5,240116,205500,163.5100000,163.5200000,163.4700000,163.4800000,9530
GAZP,5,240116,210000,163.4800000,163.4900000,163.4700000,163.4800000,31640
GAZP,5,240116,210500,163.4700000,163.4800000,163.4700000,163.4700000,7080
GAZP,5,240116,211000,163.4800000,163.4800000,163.3700000,163.4000000,252490
GAZP,5,240116,211500,163.4000000,163.4000000,163.3900000,163.3900000,17460
GAZP,5,240116,212000,163.4000000,163.4000000,163.3600000,163.3600000,12110
GAZP,5,240116,212500,163.3700000,163.4000000,163.3600000,163.4000000,8960
GAZP,5,240116,213000,163.3900000,163.4000000,163.3500000,163.4000000,44660
GAZP,5,240116,213500,163.4000000,163.4800000,163.3900000,163.4700000,34870
GAZP,5,240116,214000,163.4700000,163.4900000,163.4300000,163.4600000,2540
GAZP,5,240116,214500,163.4600000,163.4900000,163.4400000,163.4800000,4230
GAZP,5,240116,215000,163.4800000,163.4900000,163.4500000,163.4700000,12490
GAZP,5,240116,215500,163.4700000,163.4900000,163.4600000,163.4800000,2150
GAZP,5,240116,220000,163.4800000,163.5600000,163.4800000,163.5600000,45680
GAZP,5,240116,220500,163.5600000,163.5600000,163.5400000,163.5400000,3030
GAZP,5,240116,221000,163.5400000,163.5500000,163.5000000,163.5000000,3770
GAZP,5,240116,221500,163.5000000,163.5500000,163.5000000,163.5500000,1300
GAZP,5,240116,222000,163.5500000,163.5500000,163.5200000,163.5200000,400
GAZP,5,240116,222500,163.5200000,163.5200000,163.5100000,163.5200000,840
GAZP,5,240116,223000,163.5200000,163.5200000,163.5000000,163.5000000,9950
GAZP,5,240116,223500,163.5200000,163.5400000,163.4700000,163.4700000,19060
GAZP,5,240116,224000,163.5300000,163.5300000,163.4500000,163.4700000,3050
GAZP,5,240116,224500,163.4700000,163.4700000,163.4100000,163.4500000,3760
GAZP,5,240116,225000,163.4600000,163.4600000,163.2600000,163.4100000,123850
GAZP,5,240116,225500,163.4000000,163.4100000,163.3000000,163.3100000,62100
GAZP,5,240116,230000,163.3300000,163.3500000,163.3100000,163.3500000,4520
GAZP,5,240116,230500,163.3500000,163.3900000,163.3400000,163.3400000,2170
GAZP,5,240116,231000,163.3900000,163.4000000,163.3300000,163.3900000,8420
GAZP,5,240116,231500,163.3800000,163.3900000,163.3400000,163.3700000,6430
GAZP,5,240116,232000,163.3600000,163.3700000,163.2700000,163.2700000,19850
GAZP,5,240116,232500,163.3000000,163.3000000,163.2500000,163.2700000,30430
GAZP,5,240116,233000,163.2900000,163.2900000,163.2200000,163.2800000,46050
GAZP,5,240116,233500,163.2600000,163.2800000,163.2000000,163.2100000,44830
GAZP,5,240116,234000,163.2100000,163.2900000,163.2100000,163.2700000,12560
GAZP,5,240116,234500,163.2900000,163.2900000,163.2000000,163.2200000,22540
GAZP,5,240117,100000,163.3800000,163.4000000,163.2300000,163.3700000,148170
GAZP,5,240117,100500,163.3700000,163.4400000,163.0300000,163.0800000,265820
GAZP,5,240117,101000,163.0800000,163.1000000,163.0200000,163.1000000,102700
GAZP,5,240117,101500,163.1000000,163.3700000,163.0900000,163.3700000,132170
GAZP,5,240117,102000,163.3600000,163.4000000,163.3400000,163.3800000,42330
GAZP,5,240117,102500,163.3900000,163.3900000,163.1200000,163.2600000,116920
GAZP,5,240117,103000,163.2600000,163.2600000,163.0000000,163.1900000,120800
GAZP,5,240117,103500,163.2000000,163.2900000,163.0900000,163.2900000,87050
GAZP,5,240117,104000,163.2700000,163.4800000,163.2700000,163.4200000,46840
GAZP,5,240117,104500,163.4200000,163.4300000,163.3000000,163.3300000,33630
GAZP,5,240117,105000,163.3300000,163.3300000,163.1500000,163.1500000,88710
GAZP,5,240117,105500,163.1600000,163.3100000,163.1500000,163.2500000,66320
GAZP,5,240117,110000,163.2500000,163.4500000,163.2000000,163.4500000,39770
GAZP,5,240117,110500,163.4500000,163.5100000,163.4500000,163.4700000,49670
GAZP,5,240117,111000,163.4700000,163.4900000,163.4200000,163.4300000,29620
GAZP,5,240117,111500,163.4200000,163.5800000,163.4200000,163.4400000,44220
GAZP,5,240117,112000,163.4300000,163.4400000,163.2100000,163.2600000,104620
GAZP,5,240117,112500,163.2600000,163.3000000,163.2500000,163.2700000,15540
GAZP,5,240117,113000,163.2800000,163.3800000,163.2600000,163.3800000,45040
GAZP,5,240117,113500,163.3800000,163.4500000,163.3700000,163.4500000,33540
GAZP,5,240117,114000,163.4500000,163.4600000,163.4000000,163.4600000,43910
GAZP,5,240117,114500,163.4500000,163.4700000,163.4000000,163.4300000,34170
GAZP,5,240117,115000,163.4300000,163.4600000,163.3400000,163.3500000,78830
GAZP,5,240117,115500,163.3500000,163.4200000,163.3000000,163.3600000,59470
GAZP,5,240117,120000,163.3500000,163.4200000,163.3500000,163.4100000,16310
GAZP,5,240117,120500,163.4100000,163.5800000,163.4000000,163.5800000,147110
GAZP,5,240117,121000,163.5700000,163.6000000,163.4700000,163.4900000,99410
GAZP,5,240117,121500,163.4900000,163.5400000,163.4800000,163.5400000,31030
GAZP,5,240117,122000,163.5200000,163.6000000,163.5200000,163.5700000,114480
GAZP,5,240117,122500,163.5800000,163.5900000,163.5200000,163.5200000,11610
GAZP,5,240117,123000,163.5200000,163.5500000,163.4400000,163.5000000,41090
GAZP,5,240117,123500,163.5100000,163.5700000,163.4500000,163.5500000,19730
GAZP,5,240117,124000,163.5500000,163.5900000,163.5400000,163.5500000,71880
GAZP,5,240117,124500,163.5600000,163.5800000,163.5400000,163.5400000,30880
GAZP,5,240117,125000,163.5500000,163.5700000,163.2500000,163.3200000,115810
GAZP,5,240117,125500,163.3400000,163.4200000,163.2300000,163.4100000,89390
GAZP,5,240117,130000,163.4000000,163.5300000,163.3800000,163.5200000,23790
GAZP,5,240117,130500,163.5200000,163.5200000,163.4400000,163.4700000,16290
GAZP,5,240117,131000,163.4700000,163.5500000,163.4400000,163.5500000,27160
GAZP,5,240117,131500,163.5300000,163.5800000,163.5300000,163.5700000,99060
GAZP,5,240117,132000,163.5800000,163.5800000,163.5300000,163.5400000,33500
GAZP,5,240117,132500,163.5200000,163.5600000,163.5200000,163.5600000,31190
GAZP,5,240117,133000,163.5500000,163.5800000,163.5200000,163.5800000,89270
GAZP,5,240117,133500,163.5800000,163.5800000,163.4100000,163.4800000,47130
GAZP,5,240117,134000,163.4800000,163.6400000,163.4600000,163.6300000,227010
GAZP,5,240117,134500,163.6400000,163.8200000,163.5700000,163.6900000,122360
GAZP,5,240117,135000,163.6900000,163.6900000,163.5200000,163.5600000,40550
GAZP,5,240117,135500,163.5600000,163.6300000,163.5400000,163.6300000,34040
GAZP,5,240117,140000,163.6200000,163.7800000,163.6200000,163.7500000,49180
GAZP,5,240117,140500,163.7100000,163.7500000,163.5000000,163.5300000,84460
GAZP,5,240117,141000,163.5400000,163.5500000,163.2800000,163.5000000,159750
GAZP,5,240117,141500,163.4700000,163.5100000,163.4400000,163.4900000,25320
GAZP,5,240117,142000,163.5000000,163.5500000,163.4500000,163.4800000,48410
GAZP,5,240117,142500,163.5100000,163.5500000,163.4500000,163.5500000,68500
GAZP,5,240117,143000,163.5400000,163.7000000,163.4800000,163.6800000,102480
GAZP,5,240117,143500,163.6700000,163.7000000,163.6300000,163.6800000,40400
GAZP,5,240117,144000,163.6800000,163.6800000,163.6200000,163.6500000,24860
GAZP,5,240117,144500,163.6700000,163.7300000,163.6500000,163.7300000,31920
GAZP,5,240117,145000,163.7300000,163.9000000,163.7200000,163.8600000,184580
GAZP,5,240117,145500,163.8300000,163.8800000,163.8100000,163.8800000,71310
GAZP,5,240117,150000,163.8600000,164.2000000,163.8600000,164.1600000,508800
GAZP,5,240117,150500,164.1600000,164.1800000,163.9800000,164.0300000,103650
GAZP,5,240117,151000,164.0400000,164.1100000,163.8800000,163.9400000,124250
GAZP,5,240117,151500,163.9300000,163.9500000,163.8600000,163.9400000,48080
GAZP,5,240117,152000,163.9400000,164.1400000,163.9400000,164.0700000,52940
GAZP,5,240117,152500,164.1100000,164.1100000,163.9300000,163.9700000,51920
GAZP,5,240117,153000,164.0100000,164.0800000,163.9000000,164.0800000,105620
GAZP,5,240117,153500,164.0800000,164.0800000,163.9700000,163.9800000,72270
GAZP,5,240117,154000,163.9800000,164.0100000,163.9200000,164.0000000,43270
GAZP,5,240117,154500,163.9700000,164.0100000,163.9500000,163.9600000,26340
GAZP,5,240117,155000,163.9500000,164.0100000,163.9300000,164.0000000,48920
GAZP,5,240117,155500,164.0000000,164.0300000,163.9600000,164.0000000,45810
GAZP,5,240117,160000,163.9600000,163.9600000,163.8900000,163.9500000,34170
GAZP,5,240117,160500,163.9500000,163.9600000,163.9400000,163.9500000,49670
GAZP,5,240117,161000,163.9600000,163.9600000,163.8800000,163.8900000,36460
GAZP,5,240117,161500,163.9000000,163.9300000,163.8000000,163.8300000,79160
GAZP,5,240117,162000,163.8200000,163.8900000,163.7200000,163.8700000,51570
GAZP,5,240117,162500,163.8700000,163.8800000,163.7000000,163.7500000,85170
GAZP,5,240117,163000,163.7500000,163.8200000,163.6100000,163.6200000,81270
GAZP,5,240117,163500,163.6400000,163.7400000,163.5600000,163.6700000,57660
GAZP,5,240117,164000,163.6800000,163.8000000,163.6700000,163.7800000,39790
GAZP,5,240117,164500,163.8000000,163.8400000,163.7200000,163.8200000,20410
GAZP,5,240117,165000,163.8200000,163.8900000,163.7800000,163.8900000,21430
GAZP,5,240117,165500,163.8900000,163.9100000,163.8500000,163.9100000,34360
GAZP,5,240117,170000,163.8900000,163.9100000,163.7900000,163.9000000,32810
GAZP,5,240117,170500,163.9000000,163.9100000,163.8600000,163.9000000,30670
GAZP,5,240117,171000,163.9000000,163.9100000,163.7900000,163.8400000,50830
GAZP,5,240117,171500,163.8300000,163.8400000,163.7500000,163.7600000,34320
GAZP,5,240117,172000,163.7600000,163.7600000,163.6700000,163.7400000,44440
GAZP,5,240117,172500,163.7500000,163.9000000,163.6700000,163.8600000,118010
GAZP,5,240117,173000,163.8600000,163.9000000,163.8600000,163.9000000,22040
GAZP,5,240117,173500,163.8900000,163.9100000,163.8800000,163.9000000,25140
GAZP,5,240117,174000,163.9000000,163.9200000,163.8800000,163.9200000,34420
GAZP,5,240117,174500,163.9200000,163.9500000,163.8900000,163.9500000,37490
GAZP,5,240117,175000,163.9400000,163.9600000,163.8900000,163.9000000,46950
GAZP,5,240117,175500,163.8900000,163.9500000,163.8800000,163.9100000,30260
GAZP,5,240117,180000,163.8900000,163.9600000,163.8700000,163.9600000,55440
GAZP,5,240117,180500,163.9600000,163.9600000,163.9500000,163.9500000,54430
GAZP,5,240117,181000,163.9500000,163.9700000,163.9400000,163.9600000,38300
GAZP,5,240117,181500,163.9600000,163.9900000,163.9400000,163.9800000,58070
GAZP,5,240117,182000,163.9700000,163.9900000,163.9200000,163.9400000,27390
GAZP,5,240117,182500,163.9400000,163.9400000,163.9000000,163.9100000,51840
GAZP,5,240117,183000,163.9100000,163.9100000,163.6500000,163.9000000,135760
GAZP,5,240117,183500,163.9000000,163.9900000,163.7500000,163.9800000,159840
GAZP,5,240117,184500,164.0000000,164.0000000,164.0000000,164.0000000,234510
GAZP,5,240117,190000,164.0000000,164.0000000,164.0000000,164.0000000,15090
GAZP,5,240117,190500,164.0100000,164.1000000,163.9900000,164.0000000,36120
GAZP,5,240117,191000,163.9900000,164.0000000,163.9100000,163.9100000,17160
GAZP,5,240117,191500,163.9400000,163.9400000,163.7700000,163.8500000,25180
GAZP,5,240117,192000,163.8600000,163.8900000,163.7600000,163.8800000,32080
GAZP,5,240117,192500,163.8800000,163.8800000,163.7000000,163.8700000,58000
GAZP,5,240117,193000,163.8400000,163.8700000,163.7900000,163.8400000,12940
GAZP,5,240117,193500,163.8100000,163.8700000,163.7100000,163.8700000,17750
GAZP,5,240117,194000,163.8700000,163.8700000,163.7200000,163.7600000,26480
GAZP,5,240117,194500,163.7500000,163.8700000,163.7500000,163.8500000,14780
GAZP,5,240117,195000,163.8500000,163.8700000,163.7600000,163.8500000,30680
GAZP,5,240117,195500,163.8500000,163.8600000,163.7900000,163.8400000,5050
GAZP,5,240117,200000,163.8400000,163.8700000,163.8300000,163.8700000,19930
GAZP,5,240117,200500,163.8700000,163.8700000,163.8100000,163.8500000,3800
GAZP,5,240117,201000,163.8500000,163.8500000,163.8100000,163.8500000,2260
GAZP,5,240117,201500,163.8500000,163.8500000,163.7600000,163.7900000,6710
GAZP,5,240117,202000,163.7800000,163.8100000,163.7600000,163.8100000,9310
GAZP,5,240117,202500,163.7800000,163.8100000,163.7600000,163.7800000,3930
GAZP,5,240117,203000,163.7900000,163.8400000,163.7800000,163.8000000,8300
GAZP,5,240117,203500,163.8300000,163.8500000,163.7800000,163.8500000,15920
GAZP,5,240117,204000,163.8500000,163.8500000,163.7900000,163.8100000,11700
GAZP,5,240117,204500,163.8200000,163.8700000,163.8100000,163.8700000,2930
GAZP,5,240117,205000,163.8700000,163.8700000,163.8100000,163.8600000,1830
GAZP,5,240117,205500,163.8600000,163.8900000,163.8200000,163.8800000,12010
GAZP,5,240117,210000,163.8800000,163.9400000,163.8800000,163.9400000,4210
GAZP,5,240117,210500,163.9300000,163.9700000,163.9100000,163.9600000,20190
GAZP,5,240117,211000,163.9500000,163.9600000,163.9400000,163.9400000,8870
GAZP,5,240117,211500,163.9500000,163.9800000,163.9400000,163.9800000,21550
GAZP,5,240117,212000,163.9700000,164.0000000,163.9700000,163.9900000,15640
GAZP,5,240117,212500,163.9800000,164.0000000,163.9600000,164.0000000,33610
GAZP,5,240117,213000,164.0000000,164.0000000,163.9700000,163.9900000,5150
GAZP,5,240117,213500,163.9900000,164.0000000,163.9600000,163.9600000,16320
GAZP,5,240117,214000,163.9600000,163.9900000,163.9400000,163.9700000,13870
GAZP,5,240117,214500,163.9900000,163.9900000,163.9700000,163.9900000,2600
GAZP,5,240117,215000,164.0000000,164.0000000,163.9900000,164.0000000,26480
GAZP,5,240117,215500,164.0000000,164.0800000,163.9900000,164.0600000,17310
GAZP,5,240117,220000,164.0600000,164.1000000,164.0000000,164.0200000,64820
GAZP,5,240117,220500,164.0100000,164.0500000,164.0100000,164.0100000,10490
GAZP,5,240117,221000,164.0000000,164.0500000,163.9400000,163.9700000,15940
GAZP,5,240117,221500,164.0000000,164.0800000,163.9700000,164.0800000,7740
GAZP,5,240117,222000,164.0500000,164.0600000,163.9800000,164.0300000,7370
GAZP,5,240117,222500,164.0300000,164.0500000,164.0200000,164.0400000,16870
GAZP,5,240117,223000,164.0400000,164.0400000,163.9700000,163.9700000,69130
GAZP,5,240117,223500,163.9700000,164.0000000,163.9400000,163.9900000,7890
GAZP,5,240117,224000,164.0000000,164.0000000,163.9700000,163.9900000,21950
GAZP,5,240117,224500,163.9900000,163.9900000,163.8700000,163.8700000,23980
GAZP,5,240117,225000,163.8800000,163.9200000,163.8500000,163.8600000,6700
GAZP,5,240117,225500,163.8600000,163.8800000,163.8500000,163.8500000,19340
GAZP,5,240117,230000,163.8400000,163.8600000,163.8400000,163.8600000,30880
GAZP,5,240117,230500,163.8600000,163.8600000,163.8500000,163.8500000,42320
GAZP,5,240117,231000,163.8500000,163.9400000,163.8500000,163.9400000,4180
GAZP,5,240117,231500,163.9000000,163.9800000,163.8900000,163.9800000,13640
GAZP,5,240117,232000,163.9400000,164.1000000,163.9400000,164.0100000,65710
GAZP,5,240117,232500,164.0000000,164.0800000,164.0000000,164.0200000,17440
GAZP,5,240117,233000,164.0200000,164.0400000,163.9200000,163.9600000,10960
GAZP,5,240117,233500,164.0000000,164.0100000,163.8000000,163.8200000,74580
GAZP,5,240117,234000,163.8300000,163.9800000,163.8200000,163.8800000,11440
GAZP,5,240117,234500,163.8900000,164.0900000,163.8700000,164.0400000,57240
GAZP,5,240118,100000,164.1300000,164.7000000,164.1200000,164.5900000,516920
GAZP,5,240118,100500,164.5800000,164.7000000,164.3500000,164.6300000,363070
GAZP,5,240118,101000,164.6200000,164.7400000,164.5000000,164.5000000,284500
GAZP,5,240118,101500,164.5300000,164.6900000,164.5000000,164.6400000,228350
GAZP,5,240118,102000,164.6100000,164.8700000,164.6100000,164.8400000,347090
GAZP,5,240118,102500,164.8400000,164.8500000,164.6400000,164.6700000,219720
GAZP,5,240118,103000,164.6500000,164.8700000,164.6500000,164.7700000,160670
GAZP,5,240118,103500,164.7700000,164.8100000,164.7100000,164.8100000,109450
GAZP,5,240118,104000,164.8100000,164.9700000,164.8000000,164.9600000,704610
GAZP,5,240118,104500,164.9600000,165.0000000,164.9000000,164.9900000,1082140
GAZP,5,240118,105000,165.0000000,165.3000000,164.9500000,165.2000000,680780
GAZP,5,240118,105500,165.2100000,165.4000000,165.1000000,165.3800000,595050
GAZP,5,240118,110000,165.3700000,165.4500000,165.2900000,165.3800000,479940
GAZP,5,240118,110500,165.3700000,165.4900000,165.3100000,165.4900000,285480
GAZP,5,240118,111000,165.4900000,165.8000000,165.4300000,165.6200000,862970
GAZP,5,240118,111500,165.6300000,165.9000000,165.5500000,165.8200000,544950
GAZP,5,240118,112000,165.8000000,165.8500000,165.6900000,165.6900000,333660
GAZP,5,240118,112500,165.6900000,165.9900000,165.6900000,165.8300000,410410
GAZP,5,240118,113000,165.8100000,165.9900000,165.7000000,165.7700000,827530
GAZP,5,240118,113500,165.7700000,165.8300000,165.7000000,165.7700000,479300
GAZP,5,240118,114000,165.7600000,165.7800000,165.5700000,165.6100000,926670
GAZP,5,240118,114500,165.6000000,165.7900000,165.5600000,165.7900000,435500
GAZP,5,240118,115000,165.7800000,165.9900000,165.7400000,165.8000000,670340
GAZP,5,240118,115500,165.8000000,165.8000000,165.6500000,165.7000000,187500
GAZP,5,240118,120000,165.7000000,165.7000000,165.6500000,165.6600000,272680
GAZP,5,240118,120500,165.6500000,165.6600000,165.6000000,165.6000000,314650
GAZP,5,240118,121000,165.6100000,165.9700000,165.5700000,165.7600000,580830
GAZP,5,240118,121500,165.7500000,165.9500000,165.7300000,165.8400000,224370
GAZP,5,240118,122000,165.8500000,165.8500000,165.8000000,165.8500000,99010
GAZP,5,240118,122500,165.8400000,166.2600000,165.8400000,166.1900000,956040
GAZP,5,240118,123000,166.1900000,166.7900000,166.1800000,166.7100000,1273760
GAZP,5,240118,123500,166.7100000,166.7200000,166.4600000,166.6300000,440370
GAZP,5,240118,124000,166.6600000,166.6600000,166.2500000,166.2900000,284650
GAZP,5,240118,124500,166.2900000,166.6000000,166.2800000,166.4700000,196320
GAZP,5,240118,125000,166.4700000,166.6400000,166.3100000,166.6200000,245830
GAZP,5,240118,125500,166.6200000,166.6400000,166.4700000,166.5000000,280450
GAZP,5,240118,130000,166.5000000,166.5200000,166.4700000,166.5000000,374740
GAZP,5,240118,130500,166.4900000,167.0000000,166.4900000,166.9900000,1271830
GAZP,5,240118,131000,166.9900000,167.1500000,166.8000000,166.8400000,941880
GAZP,5,240118,131500,166.8400000,167.0800000,166.8000000,166.8000000,388230
GAZP,5,240118,132000,166.8100000,166.8500000,166.7200000,166.7700000,184310
GAZP,5,240118,132500,166.7800000,166.9100000,166.7600000,166.8400000,140530
GAZP,5,240118,133000,166.8500000,166.9100000,166.7000000,166.7900000,573970
