<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,5,240118,133500,166.8000000,167.4400000,166.8000000,167.2400000,1301440
GAZP,5,240118,134000,167.2500000,167.4700000,167.2000000,167.2100000,491300
GAZP,5,240118,134500,167.2100000,167.2700000,166.9000000,166.9600000,600630
GAZP,5,240118,135000,166.9900000,167.0200000,166.7300000,166.8000000,306820
GAZP,5,240118,135500,166.7900000,166.8600000,166.7100000,166.7200000,333290
GAZP,5,240118,140000,166.7500000,166.8600000,166.7400000,166.8100000,204220
GAZP,5,240118,140500,166.8300000,167.4000000,166.8200000,167.3900000,645390
GAZP,5,240118,141000,167.3900000,167.5500000,167.2100000,167.2200000,638350
GAZP,5,240118,141500,167.2300000,167.3500000,167.2000000,167.2100000,322320
GAZP,5,240118,142000,167.2200000,167.2700000,167.0200000,167.1000000,313250
GAZP,5,240118,142500,167.0800000,167.1100000,167.0500000,167.0800000,104170
GAZP,5,240118,143000,167.0800000,167.2000000,167.0000000,167.0000000,156320
GAZP,5,240118,143500,167.0100000,167.0100000,166.8000000,167.0000000,278400
GAZP,5,240118,144000,167.0000000,167.1600000,166.9500000,167.0500000,172830
GAZP,5,240118,144500,167.0600000,167.1000000,167.0000000,167.0600000,212200
GAZP,5,240118,145000,167.0300000,167.1000000,167.0000000,167.0000000,108330
GAZP,5,240118,145500,167.0000000,167.0100000,166.8000000,166.8000000,189580
GAZP,5,240118,150000,166.8000000,166.8300000,166.5200000,166.6500000,429020
GAZP,5,240118,150500,166.6500000,166.6500000,166.1500000,166.2500000,941590
GAZP,5,240118,151000,166.2300000,166.5100000,166.0000000,166.5100000,1043950
GAZP,5,240118,151500,166.5100000,166.5400000,166.3200000,166.4400000,189750
GAZP,5,240118,152000,166.4600000,166.5900000,166.4600000,166.5200000,137190
GAZP,5,240118,152500,166.5500000,166.5600000,166.3300000,166.3300000,84120
GAZP,5,240118,153000,166.3400000,166.5400000,166.2600000,166.5000000,291470
GAZP,5,240118,153500,166.5200000,166.6900000,166.5200000,166.6800000,133930
GAZP,5,240118,154000,166.6800000,166.6900000,166.6100000,166.6600000,91190
GAZP,5,240118,154500,166.6600000,166.6800000,166.5100000,166.6700000,145700
GAZP,5,240118,155000,166.6700000,166.8600000,166.6400000,166.7100000,134020
GAZP,5,240118,155500,166.7100000,166.8900000,166.6800000,166.8200000,149910
GAZP,5,240118,160000,166.8200000,166.8800000,166.5200000,166.6300000,211460
GAZP,5,240118,160500,166.6300000,166.6400000,166.3000000,166.4200000,243000
GAZP,5,240118,161000,166.4100000,166.4900000,166.2100000,166.3000000,224450
GAZP,5,240118,161500,166.2900000,166.3900000,166.2600000,166.3600000,171370
GAZP,5,240118,162000,166.3600000,166.4800000,166.3200000,166.3700000,72650
GAZP,5,240118,162500,166.3900000,166.4400000,166.2600000,166.2900000,121630
GAZP,5,240118,163000,166.2900000,166.3300000,166.2500000,166.3200000,131080
GAZP,5,240118,163500,166.3300000,166.6400000,166.3300000,166.6300000,264200
GAZP,5,240118,164000,166.6400000,166.8600000,166.6300000,166.7600000,328540
GAZP,5,240118,164500,166.7600000,166.8500000,166.6800000,166.7400000,90540
GAZP,5,240118,165000,166.7200000,166.7500000,166.4700000,166.4900000,105300
GAZP,5,240118,165500,166.4900000,166.6000000,166.4300000,166.5800000,95100
GAZP,5,240118,170000,166.6000000,166.7200000,166.6000000,166.6600000,83810
GAZP,5,240118,170500,166.6600000,166.6800000,166.5800000,166.6300000,161870
GAZP,5,240118,171000,166.6400000,166.6400000,166.5700000,166.6200000,95760
GAZP,5,240118,171500,166.6400000,166.7000000,166.4900000,166.5400000,335850
GAZP,5,240118,172000,166.5700000,166.7000000,166.5300000,166.6900000,91800
GAZP,5,240118,172500,166.6800000,166.8400000,166.6700000,166.8200000,146700
GAZP,5,240118,173000,166.8300000,166.9300000,166.7400000,166.9200000,157070
GAZP,5,240118,173500,166.9300000,167.0000000,166.7800000,166.7800000,162520
GAZP,5,240118,174000,166.8500000,166.9000000,166.7200000,166.7600000,105070
GAZP,5,240118,174500,166.7800000,166.8000000,166.6700000,166.7200000,46580
GAZP,5,240118,175000,166.7200000,166.8200000,166.6700000,166.7800000,127840
GAZP,5,240118,175500,166.7700000,166.8200000,166.7700000,166.8100000,54620
GAZP,5,240118,180000,166.7800000,166.8700000,166.7700000,166.8600000,42600
GAZP,5,240118,180500,166.8300000,166.8600000,166.7700000,166.7800000,36060
GAZP,5,240118,181000,166.8300000,166.8500000,166.7700000,166.7700000,61370
GAZP,5,240118,181500,166.7800000,166.7900000,166.7700000,166.7800000,59150
GAZP,5,240118,182000,166.7800000,166.7900000,166.7700000,166.7700000,202850
GAZP,5,240118,182500,166.7800000,166.9500000,166.7700000,166.8900000,219020
GAZP,5,240118,183000,166.8900000,167.0300000,166.7700000,167.0000000,836450
GAZP,5,240118,183500,167.0100000,167.0200000,166.9000000,166.9500000,53360
GAZP,5,240118,184500,166.4600000,166.4600000,166.4600000,166.4600000,604960
GAZP,5,240118,190000,166.6000000,166.6000000,166.6000000,166.6000000,9440
GAZP,5,240118,190500,166.5900000,166.6500000,166.4900000,166.5500000,243850
GAZP,5,240118,191000,166.5100000,166.5700000,166.4800000,166.5200000,54320
GAZP,5,240118,191500,166.5400000,166.5400000,166.4000000,166.4100000,52210
GAZP,5,240118,192000,166.4000000,166.5000000,166.3100000,166.3800000,106490
GAZP,5,240118,192500,166.3800000,166.5300000,166.3800000,166.5300000,61210
GAZP,5,240118,193000,166.5200000,166.5600000,166.5200000,166.5600000,20990
GAZP,5,240118,193500,166.5600000,166.5700000,166.5000000,166.5400000,31520
GAZP,5,240118,194000,166.5300000,166.5400000,166.3400000,166.3400000,45700
GAZP,5,240118,194500,166.3700000,166.4400000,166.3100000,166.4000000,50680
GAZP,5,240118,195000,166.3600000,166.4700000,166.3500000,166.4600000,14050
GAZP,5,240118,195500,166.4600000,166.4600000,166.4100000,166.4500000,23030
GAZP,5,240118,200000,166.4300000,166.4700000,166.4100000,166.4400000,16670
GAZP,5,240118,200500,166.4100000,166.4500000,166.3700000,166.4300000,26100
GAZP,5,240118,201000,166.4200000,166.4300000,166.3000000,166.3100000,115750
GAZP,5,240118,201500,166.3100000,166.4300000,166.2400000,166.4100000,126790
GAZP,5,240118,202000,166.4100000,166.4500000,166.4000000,166.4500000,66690
GAZP,5,240118,202500,166.4400000,166.4700000,166.4300000,166.4600000,27700
GAZP,5,240118,203000,166.4500000,166.4700000,166.4300000,166.4400000,18800
GAZP,5,240118,203500,166.4600000,166.4600000,166.4000000,166.4300000,38570
GAZP,5,240118,204000,166.4200000,166.4600000,166.4000000,166.4300000,16180
GAZP,5,240118,204500,166.4200000,166.4600000,166.4200000,166.4600000,34000
GAZP,5,240118,205000,166.4600000,166.4600000,166.4300000,166.4500000,57340
GAZP,5,240118,205500,166.4600000,166.4800000,166.4300000,166.4800000,18900
GAZP,5,240118,210000,166.4800000,166.4800000,166.4000000,166.4400000,29940
GAZP,5,240118,210500,166.4300000,166.4400000,166.3500000,166.4200000,23570
GAZP,5,240118,211000,166.4000000,166.4400000,166.3800000,166.4100000,11420
GAZP,5,240118,211500,166.4000000,166.4300000,166.3700000,166.3800000,20040
GAZP,5,240118,212000,166.3800000,166.4400000,166.3000000,166.3700000,114460
GAZP,5,240118,212500,166.3700000,166.5000000,166.3700000,166.5000000,62310
GAZP,5,240118,213000,166.5000000,166.5300000,166.4500000,166.5000000,27300
GAZP,5,240118,213500,166.5200000,166.6000000,166.5000000,166.6000000,38150
GAZP,5,240118,214000,166.6000000,166.6100000,166.5400000,166.5400000,25450
GAZP,5,240118,214500,166.5500000,166.5600000,166.3900000,166.3900000,48210
GAZP,5,240118,215000,166.4600000,166.5200000,166.4000000,166.5000000,15600
GAZP,5,240118,215500,166.5100000,166.5700000,166.4400000,166.5400000,18870
GAZP,5,240118,220000,166.5700000,166.7400000,166.5400000,166.7300000,70030
GAZP,5,240118,220500,166.7400000,166.7400000,166.7100000,166.7300000,40770
GAZP,5,240118,221000,166.7400000,166.7400000,166.6600000,166.7400000,25630
GAZP,5,240118,221500,166.7200000,166.8100000,166.6700000,166.8100000,85900
GAZP,5,240118,222000,166.8200000,166.8500000,166.8100000,166.8200000,43020
GAZP,5,240118,222500,166.8200000,166.9000000,166.8200000,166.8500000,61460
GAZP,5,240118,223000,166.8500000,166.8700000,166.7800000,166.8100000,25770
GAZP,5,240118,223500,166.8100000,166.8400000,166.7100000,166.8100000,21240
GAZP,5,240118,224000,166.8000000,166.8000000,166.7400000,166.7600000,24340
GAZP,5,240118,224500,166.7600000,166.7800000,166.6600000,166.6800000,39300
GAZP,5,240118,225000,166.6900000,166.7600000,166.6600000,166.7600000,115870
GAZP,5,240118,225500,166.7500000,166.7600000,166.6600000,166.7000000,40590
GAZP,5,240118,230000,166.7000000,166.7000000,166.6500000,166.6900000,25300
GAZP,5,240118,230500,166.6900000,166.8000000,166.6700000,166.8000000,26650
GAZP,5,240118,231000,166.7300000,166.7900000,166.6300000,166.7200000,28920
GAZP,5,240118,231500,166.6800000,166.7200000,166.6700000,166.6900000,15180
GAZP,5,240118,232000,166.7000000,166.7200000,166.6900000,166.6900000,28710
GAZP,5,240118,232500,166.7000000,166.7000000,166.6100000,166.6100000,24310
GAZP,5,240118,233000,166.6100000,166.6100000,166.4700000,166.5900000,108240
GAZP,5,240118,233500,166.5900000,166.6500000,166.5100000,166.5200000,27700
GAZP,5,240118,234000,166.5100000,166.6000000,166.5000000,166.5500000,14630
GAZP,5,240118,234500,166.5500000,166.7100000,166.5100000,166.5200000,96300
GAZP,5,240119,100000,166.5500000,167.2700000,166.0200000,167.2000000,1478350
GAZP,5,240119,100500,167.1900000,167.6200000,167.1400000,167.1500000,1268780
GAZP,5,240119,101000,167.1500000,167.2500000,166.8500000,167.1700000,528320
GAZP,5,240119,101500,167.1700000,167.1700000,166.4300000,166.7600000,820080
GAZP,5,240119,102000,166.7600000,166.8100000,166.6400000,166.6500000,204840
GAZP,5,240119,102500,166.6600000,166.7500000,166.6400000,166.7500000,116920
GAZP,5,240119,103000,166.7500000,166.7500000,165.7100000,165.9900000,1302860
GAZP,5,240119,103500,166.0000000,166.3100000,165.7300000,166.1800000,671280
GAZP,5,240119,104000,166.1900000,166.2100000,165.5600000,166.0100000,1068310
GAZP,5,240119,104500,166.0100000,166.1700000,165.6400000,166.1200000,587230
GAZP,5,240119,105000,166.1300000,166.2000000,165.8200000,165.9100000,295070
GAZP,5,240119,105500,165.9200000,165.9200000,165.8000000,165.8000000,139510
GAZP,5,240119,110000,165.8000000,165.8800000,165.5000000,165.8500000,493170
GAZP,5,240119,110500,165.8500000,166.0700000,165.8300000,166.0400000,216900
GAZP,5,240119,111000,166.0300000,166.1700000,166.0300000,166.0900000,151030
GAZP,5,240119,111500,166.0900000,166.2400000,166.0800000,166.2200000,200280
GAZP,5,240119,112000,166.2300000,166.3200000,166.2300000,166.3200000,111700
GAZP,5,240119,112500,166.3100000,166.3300000,165.9000000,165.9100000,139330
GAZP,5,240119,113000,165.9000000,165.9800000,165.7000000,165.8300000,143550
GAZP,5,240119,113500,165.8400000,166.1200000,165.8400000,166.0700000,62960
GAZP,5,240119,114000,166.0700000,166.1000000,165.9000000,165.9900000,109030
GAZP,5,240119,114500,165.9700000,165.9700000,165.6800000,165.7800000,127760
GAZP,5,240119,115000,165.7700000,165.8200000,165.2000000,165.3400000,1060650
GAZP,5,240119,115500,165.3400000,165.5900000,165.3300000,165.5800000,245260
GAZP,5,240119,120000,165.5800000,165.5900000,165.3100000,165.3400000,177260
GAZP,5,240119,120500,165.3400000,165.4700000,165.3000000,165.3400000,108860
GAZP,5,240119,121000,165.3500000,165.5900000,165.3400000,165.5800000,96570
GAZP,5,240119,121500,165.5800000,165.6700000,165.5000000,165.6600000,71550
GAZP,5,240119,122000,165.6700000,165.9000000,165.6600000,165.8700000,182950
GAZP,5,240119,122500,165.8800000,165.8800000,165.7900000,165.8100000,102400
GAZP,5,240119,123000,165.8100000,165.8200000,165.7500000,165.7600000,108440
GAZP,5,240119,123500,165.7500000,165.7900000,165.6700000,165.7600000,41440
GAZP,5,240119,124000,165.7500000,165.8200000,165.6300000,165.6300000,58470
GAZP,5,240119,124500,165.6600000,165.8000000,165.6300000,165.7100000,67690
GAZP,5,240119,125000,165.7100000,165.8000000,165.7100000,165.7900000,43710
GAZP,5,240119,125500,165.8000000,165.9000000,165.8000000,165.8600000,115220
GAZP,5,240119,130000,165.8500000,166.1500000,165.8500000,166.1200000,343360
GAZP,5,240119,130500,166.1300000,166.1300000,165.9500000,166.0300000,72720
GAZP,5,240119,131000,166.0000000,166.1400000,165.8000000,165.8400000,139560
GAZP,5,240119,131500,165.8600000,166.0100000,165.7200000,165.9100000,136260
GAZP,5,240119,132000,165.9100000,166.0400000,165.7900000,165.8800000,70920
GAZP,5,240119,132500,165.9000000,165.9000000,165.7800000,165.8100000,36420
GAZP,5,240119,133000,165.8100000,165.9400000,165.8000000,165.8900000,37900
GAZP,5,240119,133500,165.9000000,166.0000000,165.8800000,166.0000000,38870
GAZP,5,240119,134000,166.0000000,166.0900000,165.9800000,166.0500000,72050
GAZP,5,240119,134500,166.0300000,166.0400000,165.8300000,166.0200000,57650
GAZP,5,240119,135000,166.0200000,166.0200000,165.8400000,165.8900000,48970
GAZP,5,240119,135500,165.9000000,166.0000000,165.8600000,165.9900000,38800
GAZP,5,240119,140000,165.9900000,166.0400000,165.9500000,165.9800000,24950
GAZP,5,240119,140500,165.9500000,165.9900000,165.7900000,165.8000000,75540
GAZP,5,240119,141000,165.7900000,165.8600000,165.5500000,165.6000000,133820
GAZP,5,240119,141500,165.6000000,165.6800000,165.5700000,165.6200000,54520
GAZP,5,240119,142000,165.6200000,165.6900000,165.5800000,165.6700000,49270
GAZP,5,240119,142500,165.6900000,165.7700000,165.6100000,165.7400000,64030
GAZP,5,240119,143000,165.7400000,165.7800000,165.7300000,165.7600000,31740
GAZP,5,240119,143500,165.7700000,165.8000000,165.7300000,165.7300000,31070
GAZP,5,240119,144000,165.7400000,165.8700000,165.7400000,165.8500000,49320
GAZP,5,240119,144500,165.8400000,166.0000000,165.8300000,165.9800000,57070
GAZP,5,240119,145000,165.9600000,166.0000000,165.8900000,165.9600000,30360
GAZP,5,240119,145500,165.9400000,165.9600000,165.8500000,165.8800000,30550
GAZP,5,240119,150000,165.8800000,165.9400000,165.8300000,165.9000000,79170
GAZP,5,240119,150500,165.9000000,165.9300000,165.8900000,165.9000000,34220
GAZP,5,240119,151000,165.9000000,165.9000000,165.7300000,165.7700000,102510
GAZP,5,240119,151500,165.7600000,165.7800000,165.6100000,165.6800000,83180
GAZP,5,240119,152000,165.6800000,165.7200000,165.5600000,165.5700000,80010
GAZP,5,240119,152500,165.5900000,165.7000000,165.5100000,165.6700000,145660
GAZP,5,240119,153000,165.6700000,165.6800000,165.6000000,165.6500000,28140
GAZP,5,240119,153500,165.6600000,165.6800000,165.5800000,165.5900000,76990
GAZP,5,240119,154000,165.6000000,165.6600000,165.4100000,165.5100000,296730
GAZP,5,240119,154500,165.5100000,165.5700000,165.5100000,165.5500000,38700
GAZP,5,240119,155000,165.5500000,165.5500000,165.3400000,165.3700000,176130
GAZP,5,240119,155500,165.4000000,165.5200000,165.3400000,165.5200000,137220
GAZP,5,240119,160000,165.5500000,165.5700000,165.4100000,165.4700000,68850
GAZP,5,240119,160500,165.5000000,165.6100000,165.2500000,165.6000000,296970
GAZP,5,240119,161000,165.6100000,165.7000000,165.5500000,165.6800000,122910
GAZP,5,240119,161500,165.6700000,165.6800000,165.6400000,165.6600000,72560
GAZP,5,240119,162000,165.6700000,165.7800000,165.6400000,165.7700000,62450
GAZP,5,240119,162500,165.7600000,165.8200000,165.4600000,165.5600000,129980
GAZP,5,240119,163000,165.5500000,165.8200000,165.4700000,165.8000000,131360
GAZP,5,240119,163500,165.7900000,165.9600000,165.6900000,165.9300000,218380
GAZP,5,240119,164000,165.9300000,166.0000000,165.8600000,166.0000000,126830
GAZP,5,240119,164500,166.0000000,166.0000000,165.7900000,165.7900000,101940
GAZP,5,240119,165000,165.8100000,166.1200000,165.8000000,166.0600000,71450
GAZP,5,240119,165500,166.0600000,166.2300000,166.0100000,166.2200000,112990
GAZP,5,240119,170000,166.2100000,166.3300000,166.1200000,166.3100000,114360
GAZP,5,240119,170500,166.3100000,166.3800000,166.1300000,166.2400000,166610
GAZP,5,240119,171000,166.2000000,166.2300000,166.1100000,166.1600000,31230
GAZP,5,240119,171500,166.1700000,166.2000000,166.1100000,166.1600000,45860
GAZP,5,240119,172000,166.1700000,166.4900000,166.1600000,166.4800000,209050
GAZP,5,240119,172500,166.4400000,166.7000000,166.3900000,166.6100000,348280
GAZP,5,240119,173000,166.6500000,166.7000000,166.3900000,166.4500000,133500
GAZP,5,240119,173500,166.4500000,166.5900000,166.4400000,166.5400000,49060
GAZP,5,240119,174000,166.5500000,166.6000000,166.5300000,166.5700000,68500
GAZP,5,240119,174500,166.5300000,166.5900000,166.4300000,166.5000000,43980
GAZP,5,240119,175000,166.5000000,166.5600000,166.5000000,166.5500000,37760
GAZP,5,240119,175500,166.5500000,166.7500000,166.5500000,166.7400000,170800
GAZP,5,240119,180000,166.7400000,166.8600000,166.6800000,166.7600000,329080
GAZP,5,240119,180500,166.7500000,166.8000000,166.6800000,166.7900000,94860
GAZP,5,240119,181000,166.7800000,167.0900000,166.7800000,167.0300000,597210
GAZP,5,240119,181500,167.0300000,167.0400000,166.8800000,166.8800000,284250
GAZP,5,240119,182000,166.8800000,166.9600000,166.8300000,166.9600000,138290
GAZP,5,240119,182500,166.9600000,167.0000000,166.8600000,166.9500000,636460
GAZP,5,240119,183000,166.9600000,166.9600000,166.6300000,166.6300000,140590
GAZP,5,240119,183500,166.6200000,166.7000000,166.4600000,166.6600000,133730
GAZP,5,240119,184500,166.3300000,166.3300000,166.3300000,166.3300000,219460
GAZP,5,240119,190000,166.4000000,166.4000000,166.4000000,166.4000000,6370
GAZP,5,240119,190500,166.4000000,166.5900000,166.3400000,166.5300000,64150
GAZP,5,240119,191000,166.5400000,166.5600000,166.4200000,166.4500000,61720
GAZP,5,240119,191500,166.5400000,166.5400000,166.4100000,166.4400000,53590
GAZP,5,240119,192000,166.4300000,166.4300000,166.4000000,166.4100000,14810
GAZP,5,240119,192500,166.4100000,166.4300000,166.3700000,166.4100000,14520
GAZP,5,240119,193000,166.3800000,166.4000000,166.3600000,166.3700000,28080
GAZP,5,240119,193500,166.3600000,166.3600000,166.3000000,166.3000000,36140
GAZP,5,240119,194000,166.3000000,166.3000000,165.9600000,166.0000000,472750
GAZP,5,240119,194500,165.9900000,166.0600000,165.6100000,165.8400000,239250
GAZP,5,240119,195000,165.8400000,166.0800000,165.8300000,165.9900000,97820
GAZP,5,240119,195500,165.9900000,166.0600000,165.9300000,166.0400000,60760
GAZP,5,240119,200000,166.0300000,166.0600000,165.9400000,166.0300000,18340
GAZP,5,240119,200500,166.0300000,166.1300000,166.0000000,166.1000000,27390
GAZP,5,240119,201000,166.1000000,166.1000000,166.0000000,166.0000000,37390
GAZP,5,240119,201500,166.0000000,166.0600000,165.9900000,166.0600000,17140
GAZP,5,240119,202000,166.0700000,166.0700000,166.0400000,166.0600000,11580
GAZP,5,240119,202500,166.0600000,166.0700000,165.9200000,166.0400000,45670
GAZP,5,240119,203000,166.0400000,166.0400000,165.9300000,165.9700000,10450
GAZP,5,240119,203500,165.9600000,166.0000000,165.9300000,165.9800000,6290
GAZP,5,240119,204000,165.9900000,166.0000000,165.9300000,166.0000000,4690
GAZP,5,240119,204500,166.0000000,166.0300000,165.9600000,166.0200000,4840
GAZP,5,240119,205000,166.0000000,166.0100000,165.9700000,165.9800000,10760
GAZP,5,240119,205500,165.9800000,166.0000000,165.9100000,165.9400000,25950
GAZP,5,240119,210000,166.0000000,166.0000000,165.9000000,165.9500000,16110
GAZP,5,240119,210500,165.9700000,165.9800000,165.8200000,165.9700000,52750
GAZP,5,240119,211000,165.9600000,165.9600000,165.9500000,165.9600000,10820
GAZP,5,240119,211500,165.9600000,165.9800000,165.8800000,165.9500000,23870
GAZP,5,240119,212000,165.8900000,165.9600000,165.8800000,165.9400000,6700
GAZP,5,240119,212500,165.9200000,165.9400000,165.8700000,165.9200000,8790
GAZP,5,240119,213000,165.9200000,165.9300000,165.8300000,165.8800000,29190
GAZP,5,240119,213500,165.9000000,165.9300000,165.9000000,165.9200000,1640
GAZP,5,240119,214000,165.9200000,166.0000000,165.9200000,166.0000000,17900
GAZP,5,240119,214500,165.9900000,166.0000000,165.9200000,165.9400000,13070
GAZP,5,240119,215000,165.9300000,165.9700000,165.8500000,165.9600000,20300
GAZP,5,240119,215500,165.9700000,165.9900000,165.9600000,165.9700000,10850
GAZP,5,240119,220000,166.0000000,166.0000000,165.9600000,165.9800000,6060
GAZP,5,240119,220500,165.9900000,166.0000000,165.9800000,166.0000000,7820
GAZP,5,240119,221000,166.0000000,166.0600000,165.9900000,166.0500000,16540
GAZP,5,240119,221500,166.0600000,166.0600000,166.0500000,166.0500000,9060
GAZP,5,240119,222000,166.0300000,166.0600000,166.0100000,166.0600000,11270
GAZP,5,240119,222500,166.0600000,166.0900000,166.0200000,166.0700000,28780
GAZP,5,240119,223000,166.0500000,166.0500000,165.9600000,166.0100000,25960
GAZP,5,240119,223500,166.0100000,166.0200000,165.9200000,165.9200000,19490
GAZP,5,240119,224000,165.9400000,166.0300000,165.9000000,165.9300000,40320
GAZP,5,240119,224500,165.9500000,165.9600000,165.8800000,165.8900000,19620
GAZP,5,240119,225000,165.8700000,165.8900000,165.8400000,165.8600000,29100
GAZP,5,240119,225500,165.8600000,165.8700000,165.8500000,165.8500000,20920
GAZP,5,240119,230000,165.8400000,165.8400000,165.8100000,165.8300000,32040
GAZP,5,240119,230500,165.8200000,165.8300000,165.8000000,165.8000000,59890
GAZP,5,240119,231000,165.8000000,165.8100000,165.7900000,165.7900000,15110
GAZP,5,240119,231500,165.7900000,165.7900000,165.7600000,165.7600000,38740
GAZP,5,240119,232000,165.7600000,165.7900000,165.7500000,165.7600000,49110
GAZP,5,240119,232500,165.7600000,165.7700000,165.7200000,165.7400000,29920
GAZP,5,240119,233000,165.7500000,165.7500000,165.7300000,165.7300000,57760
GAZP,5,240119,233500,165.7200000,165.7900000,165.7100000,165.7600000,30830
GAZP,5,240119,234000,165.7600000,166.0000000,165.7600000,165.9500000,66960
GAZP,5,240119,234500,165.9600000,166.0000000,165.8700000,165.9000000,89140
GAZP,5,240122,100000,165.9800000,166.2700000,165.6100000,166.1300000,424610
GAZP,5,240122,100500,166.1000000,166.1500000,165.8000000,165.8500000,179720
GAZP,5,240122,101000,165.8400000,165.8400000,165.3400000,165.4500000,725050
GAZP,5,240122,101500,165.4400000,165.4500000,165.2600000,165.3000000,411410
GAZP,5,240122,102000,165.3000000,165.7100000,165.2900000,165.6600000,555250
GAZP,5,240122,102500,165.6800000,165.9000000,165.6700000,165.7000000,153600
GAZP,5,240122,103000,165.6900000,165.8100000,165.6800000,165.8000000,95860
GAZP,5,240122,103500,165.7700000,165.8600000,165.5900000,165.6300000,108820
GAZP,5,240122,104000,165.6300000,165.7300000,165.5600000,165.6400000,91920
GAZP,5,240122,104500,165.5900000,165.6000000,165.2700000,165.4100000,302110
GAZP,5,240122,105000,165.4100000,165.4400000,165.2600000,165.4100000,261260
GAZP,5,240122,105500,165.4100000,165.5000000,165.4000000,165.4400000,57070
GAZP,5,240122,110000,165.4500000,165.4800000,165.4200000,165.4600000,76330
GAZP,5,240122,110500,165.4500000,165.8000000,165.4500000,165.8000000,421130
GAZP,5,240122,111000,165.8000000,165.8500000,165.7200000,165.7400000,163740
GAZP,5,240122,111500,165.7400000,165.7500000,165.6900000,165.7200000,51600
GAZP,5,240122,112000,165.7200000,165.7500000,165.7000000,165.7400000,53760
GAZP,5,240122,112500,165.7500000,165.8300000,165.7300000,165.8200000,62280
GAZP,5,240122,113000,165.8200000,165.8200000,165.6100000,165.7700000,117010
GAZP,5,240122,113500,165.7500000,165.7700000,165.7000000,165.7400000,26120
GAZP,5,240122,114000,165.7400000,165.7500000,165.7000000,165.7300000,25850
GAZP,5,240122,114500,165.7200000,165.7300000,165.6100000,165.6100000,80000
GAZP,5,240122,115000,165.6200000,165.7300000,165.5500000,165.6200000,80510
GAZP,5,240122,115500,165.6000000,165.7000000,165.6000000,165.6300000,22940
GAZP,5,240122,120000,165.6900000,165.7000000,165.6000000,165.6100000,16530
GAZP,5,240122,120500,165.6100000,165.7400000,165.6000000,165.7400000,37220
GAZP,5,240122,121000,165.7400000,165.8000000,165.7400000,165.8000000,40400
GAZP,5,240122,121500,165.8000000,165.8000000,165.7500000,165.7700000,54000
GAZP,5,240122,122000,165.7700000,165.7900000,165.6800000,165.6900000,42540
GAZP,5,240122,122500,165.6900000,165.7300000,165.6100000,165.7000000,49490
GAZP,5,240122,123000,165.7100000,165.7500000,165.7000000,165.7000000,18030
GAZP,5,240122,123500,165.6900000,165.6900000,165.5500000,165.6300000,20930
GAZP,5,240122,124000,165.6300000,165.6400000,165.4800000,165.4900000,129130
GAZP,5,240122,124500,165.4900000,165.5400000,165.4400000,165.5100000,45250
GAZP,5,240122,125000,165.5200000,165.5800000,165.3700000,165.4000000,214670
GAZP,5,240122,125500,165.4100000,165.5200000,165.4000000,165.5200000,54720
GAZP,5,240122,130000,165.5100000,165.5900000,165.5000000,165.5800000,26450
GAZP,5,240122,130500,165.5800000,165.6600000,165.5800000,165.6100000,109910
GAZP,5,240122,131000,165.6100000,165.6200000,165.5800000,165.5900000,33190
GAZP,5,240122,131500,165.5900000,165.6100000,165.5800000,165.6100000,30920
GAZP,5,240122,132000,165.6000000,165.6100000,165.6000000,165.6000000,22430
GAZP,5,240122,132500,165.6100000,165.6100000,165.4700000,165.5700000,62610
GAZP,5,240122,133000,165.5800000,165.6000000,165.5200000,165.5400000,16440
GAZP,5,240122,133500,165.5200000,165.5400000,165.5000000,165.5100000,42800
GAZP,5,240122,134000,165.5100000,165.5600000,165.5100000,165.5500000,40880
GAZP,5,240122,134500,165.5400000,165.5400000,165.5000000,165.5000000,24570
GAZP,5,240122,135000,165.5000000,165.5100000,165.4000000,165.4700000,38280
GAZP,5,240122,135500,165.4600000,165.5000000,165.4000000,165.4900000,47740
GAZP,5,240122,140000,165.4700000,165.6100000,165.4500000,165.6100000,18590
GAZP,5,240122,140500,165.5900000,165.6100000,165.4400000,165.4500000,56120
GAZP,5,240122,141000,165.4400000,165.5000000,165.3600000,165.5000000,105140
GAZP,5,240122,141500,165.4700000,165.5400000,165.4100000,165.5400000,55360
GAZP,5,240122,142000,165.5100000,165.5400000,165.4800000,165.5000000,25370
GAZP,5,240122,142500,165.5100000,165.5500000,165.4300000,165.5000000,53020
GAZP,5,240122,143000,165.4900000,165.5700000,165.3600000,165.4400000,109430
GAZP,5,240122,143500,165.4600000,165.5800000,165.4200000,165.5600000,60890
GAZP,5,240122,144000,165.5500000,165.5900000,165.5500000,165.5900000,20820
GAZP,5,240122,144500,165.5900000,165.6100000,165.5600000,165.6100000,38680
GAZP,5,240122,145000,165.6000000,165.6700000,165.6000000,165.6600000,36790
GAZP,5,240122,145500,165.6700000,165.9000000,165.6700000,165.9000000,117990
GAZP,5,240122,150000,165.9000000,166.4100000,165.9000000,166.2900000,559240
GAZP,5,240122,150500,166.2800000,166.4900000,166.2700000,166.3500000,438860
GAZP,5,240122,151000,166.3600000,166.5000000,166.3300000,166.3800000,215160
GAZP,5,240122,151500,166.3900000,167.0000000,166.3700000,166.8400000,583660
GAZP,5,240122,152000,166.8400000,166.9000000,166.7700000,166.8500000,216320
